Unnamed: 0,Allen_electronegativity_A,E_vacum_level_A,HSE_CBM_A,HSE_VBM_A,lattice_a_A,lattice_b_A,lattice_c_A,lattice_alpha_A,lattice_beta_A,lattice_gamma_A,Allen_electronegativity_B,E_vacum_level_B,HSE_CBM_B,HSE_VBM_B,lattice_a_B,lattice_b_B,lattice_c_B,lattice_alpha_B,lattice_beta_B,lattice_gamma_B
11642,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90.0,90.0,90.0,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416
11164,2.325840722,2.697,-3.5923,-6.395,3.796432,3.796431519,24.817544,90.0,90.0,120.0000042,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90.0,90.0,90.0
4490,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.958982969,3.052,-4.4898,-8.0557,3.663681,4.099551,25.978651,90.0,90.0,90.0
9281,2.483401917,1.474,-4.2545,-7.1446,5.456369,5.456369106,20.011837,90.0,90.0,59.99999458,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0
6919,2.210777757,1.771,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90.0,90.0,59.99999675,2.366052932,2.159,-5.0744,-7.6098,3.890027,6.443039,22.605336,90.0,90.0,90.0
464,2.988136719,0.766,-2.8991,-6.184,3.289099,3.289098999,20.634921,90.0,90.0,120.0000101,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454
5193,2.540017268,4.299,-3.4313,-5.3965,3.641271,3.641271087,31.890956,90.0,90.0,120.0000083,2.908780877,3.357,-4.7152,-8.0556,3.929191,3.929191,25.731456,90.0,90.0,90.0
1204,2.249022243,3.323,-3.7228,-6.0834,3.173754,3.173754356,23.131045,90.0,90.0,119.9999963,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454
10528,3.069075982,1.292,-4.4811,-7.1514,2.67287,5.352604378,17.291106,83.97126687,90.0,90.0,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90.0,90.0,90.0
1513,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90.0,90.0,90.0,2.812333403,2.284,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90.0,90.0,119.9999881
5911,2.880608401,1.475,-4.093,-7.1322,4.771557,6.485615546,22.026553,90.0,90.0,111.5835033,2.72879738,0.896,-1.2443,-4.7392,3.725493,4.601743,24.611258,90.0,90.0,90.0
11798,2.152458376,2.769,-4.1485,-6.4446,3.673267,6.644511,22.711027,90.0,90.0,90.0,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128
1386,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.508125012,3.868,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90.0,90.0,59.99998878
9572,3.046770888,3.102,-4.6574,-8.7124,3.560343,4.125779,25.6635,90.0,90.0,90.0,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416
65,1.984932896,2.178,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90.0,90.0,60.00000208,2.400343043,1.792,-4.6723,-6.3575,4.908693,7.754917,23.08857,90.0,90.0,90.0
11603,2.434099539,2.967,-3.5549,-6.8426,3.60874,3.608740419,24.64035,90.0,90.0,119.9999962,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90.0,90.0,90.0
2781,3.354923347,2.522,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90.0,90.0,60.00000017,2.508125012,3.868,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90.0,90.0,59.99998878
9499,2.641773738,2.221,-4.5455,-8.512,5.99089,5.991349925,22.676999,90.0,90.0,119.9974607,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90.0,90.0,100.6847267
10075,3.071350867,2.308,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90.0,90.0,60.0419876,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90.0,90.0,90.0
3479,4.042794506,1.806,-7.79,-10.2623,3.716632,4.545161,23.533328,90.0,90.0,90.0,2.641773738,2.221,-4.5455,-8.512,5.99089,5.991349925,22.676999,90.0,90.0,119.9974607
2589,2.05884641,1.783,-3.7477,-6.0789,5.684482,5.868625,21.474759,90.0,90.0,90.0,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90.0,90.0,90.0
3095,2.355701565,1.579,-4.1116,-7.2963,5.983973,5.983973,22.481056,90.0,90.0,90.0,3.071350867,2.308,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90.0,90.0,60.0419876
8518,2.90102591,3.626,-4.9306,-7.4855,3.817251,3.817251,25.596943,90.0,90.0,90.0,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90.0,90.0,59.99998576
8481,2.90102591,3.626,-4.9306,-7.4855,3.817251,3.817251,25.596943,90.0,90.0,90.0,2.580497711,2.143,-2.3479,-6.4193,3.628011,3.628011517,22.665532,90.0,90.0,120.0000044
2810,3.354923347,2.522,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90.0,90.0,60.00000017,2.119205791,3.886,-4.3906,-5.8357,4.390405,4.390405888,27.568998,90.0,90.0,59.99999916
734,3.246843171,3.837,-4.2541,-6.4641,3.343942,3.344297,24.161191,90.0,90.0,90.0,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0
9817,2.366052932,2.159,-5.0744,-7.6098,3.890027,6.443039,22.605336,90.0,90.0,90.0,2.238376122,2.038,-3.459,-6.0608,4.080876,5.948440618,23.241441,90.0,90.0,69.93898404
4534,2.809461623,2.262,-2.5429,-5.637,3.518197,6.688125755,23.757028,89.78576118,90.0,90.0,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90.0,90.0,90.0
4852,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90.0,90.0,90.0,3.071350867,2.308,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90.0,90.0,60.0419876
4066,2.812333403,2.284,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90.0,90.0,119.9999881,2.539946506,4.281,-2.8349,-5.3461,3.646636,3.646637007,31.887533,90.0,90.0,120.000009
5629,2.650243418,1.231,-2.6282,-5.7116,5.409575,6.348511,21.248845,90.0,90.0,90.0,2.248722003,1.607,-1.5932,-2.9143,4.531034,5.828534,24.856391,90.0,90.0,90.0
4126,2.812333403,2.284,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90.0,90.0,119.9999881,2.117657398,2.63,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90.0,90.0,92.7938274
895,2.327208281,2.605,-5.1097,-6.2052,3.32265,3.322648867,22.374307,90.0,90.0,59.99998872,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90.0,90.0,59.99998576
2775,3.354923347,2.522,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90.0,90.0,60.00000017,2.185013386,2.589,-3.2846,-6.4109,4.350368,4.350368,23.624085,90.0,90.0,90.0
3226,1.933350961,3.716,-3.3091,-4.9577,3.524736002,3.524735472,23.646143,90.0,90.0,120.0001612,2.446860134,1.775,-4.6957,-6.4044,4.911456,7.666946,22.779884,90.0,90.0,90.0
3193,1.933350961,3.716,-3.3091,-4.9577,3.524736002,3.524735472,23.646143,90.0,90.0,120.0001612,2.222796212,3.336,-4.6796,-5.4512,4.251572,4.251741,26.487177,90.0,90.0,90.0
6478,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90.0,90.0,90.0,2.210777757,1.771,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90.0,90.0,59.99999675
10044,3.071350867,2.308,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90.0,90.0,60.0419876,2.536122635,2.173,-3.7088,-7.2785,6.092665794,6.092665625,22.53232,89.97743966,89.97743967,119.9797527
2218,2.340379513,2.862,-3.3932,-5.4725,3.797719,6.501177552,24.73229,90.0,90.0,106.9824782,2.812333403,2.284,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90.0,90.0,119.9999881
11563,2.541084905,2.254,-3.165,-7.8533,3.686836,3.686836316,22.766088,90.0,90.0,60.00000283,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90.0,90.0,100.6847267
8378,2.384556157,1.176,-2.796,-5.5378,4.071361,4.071361703,20.0,90.0,90.0,120.0000187,2.641773738,2.221,-4.5455,-8.512,5.99089,5.991349925,22.676999,90.0,90.0,119.9974607
4415,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416
4841,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90.0,90.0,90.0,2.225222601,3.798,-4.4736,-5.9164,4.265416,4.265416835,27.069458,90.0,90.0,59.99999096
6480,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90.0,90.0,90.0,3.057361059,0.95,-2.7082,-6.8287,5.252387,5.25238712,20.973331,90.0,90.0,60.00000706
6157,2.273420117,3.526,-3.296,-5.5381,3.885535,3.885534735,29.62725,90.0,90.0,60.00000626,3.097636677,1.463,-4.7591,-8.0725,4.924892,4.924892,21.851947,90.0,90.0,90.0
1451,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.11217965,2.576,-3.5736,-6.4057,4.254018,4.254017432,23.515878,90.0,90.0,120.0000044
4316,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.210777757,2.097,-3.6278,-4.8758,3.704816,4.680407,22.423865,90.0,90.0,90.0
4175,2.812333403,2.284,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90.0,90.0,119.9999881,1.84584305,3.708,-3.881,-5.3546,4.098304,4.09830454,28.289136,90.0,90.0,60.00000436
11376,3.196387471,3.112,-4.0594,-7.2538,4.024061,4.024061,25.944604,90.0,90.0,90.0,2.85547074,2.148,-2.3678,-4.8863,3.527105,6.151100173,23.494112,89.31455062,90.0,90.0
2073,3.283379526,2.432,-5.5224,-7.2131,3.051295,3.952744,24.334873,90.0,90.0,90.0,2.233621131,2.033,-3.2352,-5.5272,3.895047,6.166192,21.993132,90.0,90.0,90.0
7090,3.057361059,0.95,-2.7082,-6.8287,5.252387,5.25238712,20.973331,90.0,90.0,60.00000706,3.174905366,1.66,-5.7171,-7.9989,3.831025,6.947884,22.082157,90.0,90.0,90.0
1619,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90.0,90.0,90.0,2.990042804,3.376,-4.5282,-8.2578,3.881722,3.881722,25.299774,90.0,90.0,90.0
1394,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.210777757,1.771,-3.5758,-5.8068,3.603291,3.603291646,21.287882,90.0,90.0,59.99999675
3257,1.933350961,3.716,-3.3091,-4.9577,3.524736002,3.524735472,23.646143,90.0,90.0,120.0001612,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90.0,90.0,120.0000061
2039,2.396149292,2.705,-4.3973,-5.6471,3.952752,6.630351,24.071701,90.0,90.0,90.0,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0
11191,2.325840722,2.697,-3.5923,-6.395,3.796432,3.796431519,24.817544,90.0,90.0,120.0000042,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90.0,90.0,90.0
6681,2.909470637,1.433,-3.2547,-6.9291,4.952409,6.286010538,21.762309,90.0,90.0,113.1988299,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128
1945,2.396149292,2.705,-4.3973,-5.6471,3.952752,6.630351,24.071701,90.0,90.0,90.0,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90.0,90.0,90.0
4064,2.812333403,2.284,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90.0,90.0,119.9999881,3.9039528,1.755,-8.3142,-8.7526,3.643951,4.478279,23.786277,90.0,90.0,90.0
1383,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.422797811,3.878,-2.8871,-6.0035,3.686203,3.686202868,29.038372,90.0,90.0,59.99998984
10944,2.199626883,2.322,-4.8264,-6.1361,3.76173,3.761729357,23.150314,90.0,90.0,120.0000057,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128
10833,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90.0,90.0,119.9967519,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90.0,90.0,100.6847267
3221,1.933350961,3.716,-3.3091,-4.9577,3.524736002,3.524735472,23.646143,90.0,90.0,120.0001612,2.485779505,2.094,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90.0,90.0,120.0000655
6071,2.508125012,3.868,-3.1115,-5.6509,3.657106,3.65710676,28.962192,90.0,90.0,59.99998878,2.68516788,1.195,-5.0471,-7.4831,4.181034,8.699793,19.861582,90.0,90.0,90.0
8906,2.356651834,2.164,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90.0,90.0,120.0004573,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0
3515,4.042794506,1.806,-7.79,-10.2623,3.716632,4.545161,23.533328,90.0,90.0,90.0,3.109882927,2.936,-4.1617,-8.1083,3.725314,3.725314,25.063772,90.0,90.0,90.0
7559,3.121303775,1.448,-3.0838,-7.8699,4.804301,4.804301,21.726015,90.0,90.0,90.0,2.814449185,1.002,-1.1053,-3.6189,3.511792,5.08079,21.896555,90.0,90.0,90.0
9399,2.908780877,3.357,-4.7152,-8.0556,3.929191,3.929191,25.731456,90.0,90.0,90.0,2.580497711,2.143,-2.3479,-6.4193,3.628011,3.628011517,22.665532,90.0,90.0,120.0000044
4925,2.539946506,4.281,-2.8349,-5.3461,3.646636,3.646637007,31.887533,90.0,90.0,120.000009,3.097636677,1.463,-4.7591,-8.0725,4.924892,4.924892,21.851947,90.0,90.0,90.0
9856,2.255386928,2.772,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90.0,90.0,119.9999936,2.446860134,1.775,-4.6957,-6.4044,4.911456,7.666946,22.779884,90.0,90.0,90.0
2150,3.283379526,2.432,-5.5224,-7.2131,3.051295,3.952744,24.334873,90.0,90.0,90.0,2.218082663,2.359,-4.0904,-5.8118,5.167785,8.43491,23.272398,90.0,90.0,90.0
2768,3.354923347,2.522,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90.0,90.0,60.00000017,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90.0,90.0,119.9999946
3616,1.938647658,3.768,-3.574,-5.1733,3.520389,3.520388486,23.619353,90.0,90.0,119.9999954,2.446860134,1.775,-4.6957,-6.4044,4.911456,7.666946,22.779884,90.0,90.0,90.0
1532,2.355449471,2.162,-2.9152,-5.5042,3.756825,5.780787,22.22502,90.0,90.0,90.0,3.097636677,1.463,-4.7591,-8.0725,4.924892,4.924892,21.851947,90.0,90.0,90.0
4876,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90.0,90.0,90.0,2.238376122,2.038,-3.459,-6.0608,4.080876,5.948440618,23.241441,90.0,90.0,69.93898404
3583,1.938647658,3.768,-3.574,-5.1733,3.520389,3.520388486,23.619353,90.0,90.0,119.9999954,2.222796212,3.336,-4.6796,-5.4512,4.251572,4.251741,26.487177,90.0,90.0,90.0
2840,3.354923347,2.522,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90.0,90.0,60.00000017,2.344125054,2.198,-4.0744,-5.8081,5.062996,8.046545,22.718205,90.0,90.0,90.0
2782,3.354923347,2.522,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90.0,90.0,60.00000017,2.273420117,3.526,-3.296,-5.5381,3.885535,3.885534735,29.62725,90.0,90.0,60.00000626
2527,2.05884641,1.783,-3.7477,-6.0789,5.684482,5.868625,21.474759,90.0,90.0,90.0,3.174905366,1.66,-5.7171,-7.9989,3.831025,6.947884,22.082157,90.0,90.0,90.0
3264,1.933350961,3.716,-3.3091,-4.9577,3.524736002,3.524735472,23.646143,90.0,90.0,120.0001612,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90.0,90.0,90.0
9662,2.485779505,2.094,-4.5442,-7.5648,6.359725,6.359709672,22.871559,90.0,90.0,120.0000655,3.071350867,2.308,-7.1761,-8.9033,2.885048,2.886912273,21.911947,90.0,90.0,60.0419876
3596,1.938647658,3.768,-3.574,-5.1733,3.520389,3.520388486,23.619353,90.0,90.0,119.9999954,2.244189767,3.637,-4.7558,-6.4206,4.23207,4.232069387,27.475999,90.0,90.0,60.00001084
2153,3.283379526,2.432,-5.5224,-7.2131,3.051295,3.952744,24.334873,90.0,90.0,90.0,2.245673035,2.161,-3.0867,-6.0478,4.135507003,4.135507502,23.904198,90.0,90.0,91.07484666
8351,2.68516788,1.195,-5.0471,-7.4831,4.181034,8.699793,19.861582,90.0,90.0,90.0,2.066144252,4.69,-3.8664,-5.2895,4.302125,4.302126148,30.88171,90.0,90.0,59.99998576
9233,2.308254936,3.465,-5.0144,-6.4708,4.151019,4.151020198,27.040325,90.0,90.0,60.00000158,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128
1381,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.268670427,3.939,-3.2131,-5.4725,3.878769,3.878769692,32.800694,90.0,90.0,120.0000026
82,1.984932896,2.178,-3.4443,-5.2783,4.12306,4.123060259,21.522725,90.0,90.0,60.00000208,2.908780877,3.357,-4.7152,-8.0556,3.929191,3.929191,25.731456,90.0,90.0,90.0
11808,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90.0,90.0,90.0
8348,2.68516788,1.195,-5.0471,-7.4831,4.181034,8.699793,19.861582,90.0,90.0,90.0,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416
8931,2.356651834,2.164,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90.0,90.0,120.0004573,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128
4306,2.567331215,1.773,-3.1859,-6.6258,4.051328,4.051328,23.024464,90.0,90.0,90.0,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90.0,90.0,90.0
2864,3.354923347,2.522,-5.4522,-9.6337,3.224604,3.224604016,22.030689,90.0,90.0,60.00000017,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0
4664,2.185094892,2.85,-3.3361,-6.3876,4.451075,4.451074729,23.640584,90.0,90.0,119.9999946,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90.0,90.0,90.0
7268,2.091396898,2.677,-3.4877,-5.4417,4.180646,8.306388909,24.078083,90.0,90.0,104.5753164,2.57540809,2.896,-5.4289,-6.9642,3.358682,3.938229,25.497036,90.0,90.0,90.0
6521,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90.0,90.0,90.0,2.384526159,2.105,-3.2117,-6.3827,3.776496,3.776496,23.172597,90.0,90.0,90.0
2035,2.396149292,2.705,-4.3973,-5.6471,3.952752,6.630351,24.071701,90.0,90.0,90.0,2.803278288,1.845,-5.4666,-7.242,3.856275,7.477059,23.034943,90.0,90.0,90.0
3348,2.233621131,2.033,-3.2352,-5.5272,3.895047,6.166192,21.993132,90.0,90.0,90.0,2.908780877,3.357,-4.7152,-8.0556,3.929191,3.929191,25.731456,90.0,90.0,90.0
6311,3.097636677,1.463,-4.7591,-8.0725,4.924892,4.924892,21.851947,90.0,90.0,90.0,2.117657398,2.63,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90.0,90.0,92.7938274
357,2.24905965,3.384,-4.1206,-6.3517,3.162088,3.162087535,23.12983,90.0,90.0,120.0000049,3.081371048,2.211,-6.2463,-9.5867,2.917332,7.69231394,21.926218,90.0,90.0,100.9309837
9008,2.579865264,2.721,-3.6349,-6.8806,3.559545,4.099471,25.912778,90.0,90.0,90.0,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128
2754,2.200524318,2.695,-4.4168,-7.0429,3.557728,3.557726783,22.662507,90.0,90.0,119.9999927,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128
9865,2.255386928,2.772,-2.2347,-5.5524,4.10572,4.105718789,23.8053,90.0,90.0,119.9999936,3.069075982,1.292,-4.4811,-7.1514,2.67287,5.352604378,17.291106,83.97126687,90.0,90.0
1463,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.337975058,2.321,-4.468,-5.3805,3.923342,3.923341273,25.282452,90.0,90.0,120.0000061
210,2.126785705,3.111,-3.734,-5.7181,3.295154,3.29515307,23.345233,90.0,90.0,120.0000093,2.322136442,2.62,-5.1507,-6.59,3.851815,3.851815061,23.192878,90.0,90.0,119.9999909
6497,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90.0,90.0,90.0,2.404358252,2.169,-3.1609,-7.2941,3.851835,3.85183615,23.107331,90.0,90.0,119.9999987
4068,2.812333403,2.284,-5.1279,-8.4067,3.145525,3.145525133,21.895886,90.0,90.0,119.9999881,2.540017268,4.299,-3.4313,-5.3965,3.641271,3.641271087,31.890956,90.0,90.0,120.0000083
4901,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90.0,90.0,90.0,2.281027444,2.282,-3.8523,-6.2918,3.487645,3.487645,22.855457,90.0,90.0,90.0
5158,2.540017268,4.299,-3.4313,-5.3965,3.641271,3.641271087,31.890956,90.0,90.0,120.0000083,3.097636677,1.463,-4.7591,-8.0725,4.924892,4.924892,21.851947,90.0,90.0,90.0
3165,1.933350961,3.716,-3.3091,-4.9577,3.524736002,3.524735472,23.646143,90.0,90.0,120.0001612,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857
7818,3.174905366,1.66,-5.7171,-7.9989,3.831025,6.947884,22.082157,90.0,90.0,90.0,2.221085527,1.954,-3.7767,-5.803,5.533556,5.533556,22.837891,90.0,90.0,90.0
7797,3.174905366,1.66,-5.7171,-7.9989,3.831025,6.947884,22.082157,90.0,90.0,90.0,2.486573761,2.518,-3.7767,-6.7691,4.06823,4.068230408,23.259981,90.0,90.0,60.00000332
7670,1.988757921,3.24,-3.2348,-4.6561,4.159285,4.159283976,27.237638,90.0,90.0,59.9999839,2.356651834,2.164,-4.3552,-7.2445,6.353159,6.353158729,22.819371,90.0,90.0,120.0004573
1478,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.173133607,2.612,-2.551,-6.1333,4.089094,4.089029766,23.144466,90.0,90.0,60.00051416
10828,2.496633356,2.292,-4.4997,-7.8593,6.015734,6.015734606,22.631236,90.0,90.0,119.9967519,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0
2653,2.200524318,2.695,-4.4168,-7.0429,3.557728,3.557726783,22.662507,90.0,90.0,119.9999927,3.081371048,2.211,-6.2463,-9.5867,2.917332,7.69231394,21.926218,90.0,90.0,100.9309837
6528,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90.0,90.0,90.0,2.580497711,2.143,-2.3479,-6.4193,3.628011,3.628011517,22.665532,90.0,90.0,120.0000044
9494,2.641773738,2.221,-4.5455,-8.512,5.99089,5.991349925,22.676999,90.0,90.0,119.9974607,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0
4893,2.848545305,1.873,-5.5614,-7.5309,3.884086,7.280273,22.803907,90.0,90.0,90.0,3.036590256,2.287,-7.475,-9.4378,2.848578,7.682055522,21.927806,90.0,90.0,100.6847267
5977,2.540097735,4.295,-3.203,-5.3796,3.642073,3.642073475,31.894417,90.0,90.0,59.99999523,2.908780877,3.357,-4.7152,-8.0556,3.929191,3.929191,25.731456,90.0,90.0,90.0
11152,2.234884542,3.053,-4.2254,-6.5347,4.050943,4.050942276,25.367028,90.0,90.0,60.00000225,2.927859221,1.785,-6.271,-7.9935,3.589639,6.904116,22.721063,90.0,90.0,90.0
11610,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0,2.98255712,3.669,-4.7814,-7.6944,3.765332,3.765332,25.241912,90.0,90.0,90.0
11432,2.303892619,2.057,-3.8723,-6.3821,5.406426,5.406426,22.609187,90.0,90.0,90.0,2.663997204,2.944,-5.5874,-7.1332,3.256114,3.945636,25.224666,90.0,90.0,90.0
1440,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.218082663,2.359,-4.0904,-5.8118,5.167785,8.43491,23.272398,90.0,90.0,90.0
9796,2.366052932,2.159,-5.0744,-7.6098,3.890027,6.443039,22.605336,90.0,90.0,90.0,2.117657398,2.63,-2.799,-5.4343,4.231040784,4.23103949,24.122461,90.0,90.0,92.7938274
6479,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90.0,90.0,90.0,2.338189238,2.467,-3.9025,-6.7823,7.187054,7.187053703,23.36313,90.0,90.0,59.99999864
4406,2.496801214,2.698,-4.7198,-7.1359,6.060796,6.060795737,23.37358,90.0,90.0,59.99999857,2.25494064,2.588,-2.1967,-5.5721,3.992729,3.992729,23.396832,90.0,90.0,90.0
166,2.126785705,3.111,-3.734,-5.7181,3.295154,3.29515307,23.345233,90.0,90.0,120.0000093,3.283379526,2.432,-5.5224,-7.2131,3.051295,3.952744,24.334873,90.0,90.0,90.0
3030,2.355701565,1.579,-4.1116,-7.2963,5.983973,5.983973,22.481056,90.0,90.0,90.0,2.564861932,2.169,-6.8279,-7.4793,3.604282,5.525302993,22.496499,90.0,90.0,70.96405323
1827,2.124274421,3.072,-3.3544,-5.4683,3.294968,3.29496714,23.362456,90.0,90.0,120.0000086,2.322136442,2.62,-5.1507,-6.59,3.851815,3.851815061,23.192878,90.0,90.0,119.9999909
6539,3.919501276,1.768,-5.6745,-7.469,3.670817,4.412889,23.822026,90.0,90.0,90.0,2.325840722,2.697,-3.5923,-6.395,3.796432,3.796431519,24.817544,90.0,90.0,120.0000042
1397,3.227378845,2.09,-5.3055,-9.5108,2.988661,2.988661314,21.93527,90.0,90.0,60.00001454,2.091396898,2.677,-3.4877,-5.4417,4.180646,8.306388909,24.078083,90.0,90.0,104.5753164
10338,2.384526159,2.105,-3.2117,-6.3827,3.776496,3.776496,23.172597,90.0,90.0,90.0,3.06586768,1.664,-6.1067,-8.6806,3.63341,7.605380597,24.947419,90.0,90.0,76.18009128
